issue_id,university_code,institute_name,universities_raw,primary_layer,category,rca_group_category,issue_title,rca_description,solutioning_direction,status
ISS-049,Aurora,Aurora University,"Aurora, CDU",Academic Planning Layer,Content&Curriculum,"Semester Re-baseline, Scheduling Rules & Practice Protection",Computer Programming: OOPs completed in single week; concepts unclear,Time compression plus content that explains OOPs abstractly without enough worked examples and consolidation practice.,"Re-baseline every semester plan to the post-exam teaching window; protected practice ratio that cannot be rescheduled away; difficulty-weighted hour allocation; hard scheduling rules: no two lectures back-to-back, protected GenAI slots, exam prep buffers, co-curricular/sports slots; quiz adherence tracking.",Pending
ISS-049,CDU,Chaitanya Deemed-to-be University,"Aurora, CDU",Academic Planning Layer,Content&Curriculum,"Semester Re-baseline, Scheduling Rules & Practice Protection",Computer Programming: OOPs completed in single week; concepts unclear,Time compression plus content that explains OOPs abstractly without enough worked examples and consolidation practice.,"Re-baseline every semester plan to the post-exam teaching window; protected practice ratio that cannot be rescheduled away; difficulty-weighted hour allocation; hard scheduling rules: no two lectures back-to-back, protected GenAI slots, exam prep buffers, co-curricular/sports slots; quiz adherence tracking.",Pending
ISS-066,MRV,Malla Reddy Vishwavidyapeeth,MRV,Academic Planning Layer,Content&Curriculum,"Semester Re-baseline, Scheduling Rules & Practice Protection",DS&Algo: C++ syntax covered too fast; logic-to-syntax translation failing,VC Mam did not accept cutting down the syllabus,"Re-baseline every semester plan to the post-exam teaching window; protected practice ratio that cannot be rescheduled away; difficulty-weighted hour allocation; hard scheduling rules: no two lectures back-to-back, protected GenAI slots, exam prep buffers, co-curricular/sports slots; quiz adherence tracking.",Pending
ISS-077,MRV,Malla Reddy Vishwavidyapeeth,MRV,Academic Planning Layer,Content&Curriculum,"Semester Re-baseline, Scheduling Rules & Practice Protection",JavaScript essentials covered too fast; students couldn't follow,"SQL, JS, React, C++ are being taught in a single semester, context switching made it tough. Adding to that schedule adherence issues made it much tougher.","Re-baseline every semester plan to the post-exam teaching window; protected practice ratio that cannot be rescheduled away; difficulty-weighted hour allocation; hard scheduling rules: no two lectures back-to-back, protected GenAI slots, exam prep buffers, co-curricular/sports slots; quiz adherence tracking.",Pending
ISS-084,MRV,Malla Reddy Vishwavidyapeeth,MRV,Academic Planning Layer,Content&Curriculum,"Semester Re-baseline, Scheduling Rules & Practice Protection",Observability: Restore session-practice rhythm with explain-show-practice and consolidation projects,"This is the corrective for the rhythm breakage below: the pedagogical operating model (session-practice alternation) was a design principle, not an enforced scheduling constraint, so it broke under calendar pressure.","Re-baseline every semester plan to the post-exam teaching window; protected practice ratio that cannot be rescheduled away; difficulty-weighted hour allocation; hard scheduling rules: no two lectures back-to-back, protected GenAI slots, exam prep buffers, co-curricular/sports slots; quiz adherence tracking.",Pending
ISS-085,MRV,Malla Reddy Vishwavidyapeeth,MRV,Academic Planning Layer,Content&Curriculum,"Semester Re-baseline, Scheduling Rules & Practice Protection",Observability: Session-practice rhythm broken in sem 2; 75% of practice hours cut,"When sem-2 scope exceeded the compressed window, the plan preserved lecture coverage and sacrificed practice hours. Practice was treated as discretionary buffer rather than a protected pedagogical invariant.","Re-baseline every semester plan to the post-exam teaching window; protected practice ratio that cannot be rescheduled away; difficulty-weighted hour allocation; hard scheduling rules: no two lectures back-to-back, protected GenAI slots, exam prep buffers, co-curricular/sports slots; quiz adherence tracking.",Pending
ISS-022,Aurora,Aurora University,Aurora,Learning Design Layer,Content&Curriculum,Practice Item Bank Overhaul & Adaptive Engine,All Courses: Want personalized practice targeting weak topics,"Platform has performance data but no adaptive practice engine. Item banks are not tagged at the granularity (topic x difficulty) needed to drive personalization, so the data can't be acted on.","One bank-and-engine program: shared difficulty/application taxonomy across practice banks and GRIT; author scenario/story items (SQL, Python); strip in-prompt hints and timer-gate hint access; adaptive practice engine with difficulty/count controls and weak-topic personalization; gamified formats (SQL Murder Mystery style); aptitude bank refresh.",Pending
ISS-027,CDU,Chaitanya Deemed-to-be University,"CDU, Aurora",Learning Design Layer,Content&Curriculum,Practice Item Bank Overhaul & Adaptive Engine,All Courses: GRIT contest difficulty mismatched with portal practice,"Practice item banks and GRIT assessment blueprints are authored by different teams against different difficulty standards. No shared difficulty calibration (e.g., common taxonomy band) links what students practice to what GRIT tests.","One bank-and-engine program: shared difficulty/application taxonomy across practice banks and GRIT; author scenario/story items (SQL, Python); strip in-prompt hints and timer-gate hint access; adaptive practice engine with difficulty/count controls and weak-topic personalization; gamified formats (SQL Murder Mystery style); aptitude bank refresh.",Pending
ISS-027,Aurora,Aurora University,"CDU, Aurora",Learning Design Layer,Content&Curriculum,Practice Item Bank Overhaul & Adaptive Engine,All Courses: GRIT contest difficulty mismatched with portal practice,"Practice item banks and GRIT assessment blueprints are authored by different teams against different difficulty standards. No shared difficulty calibration (e.g., common taxonomy band) links what students practice to what GRIT tests.","One bank-and-engine program: shared difficulty/application taxonomy across practice banks and GRIT; author scenario/story items (SQL, Python); strip in-prompt hints and timer-gate hint access; adaptive practice engine with difficulty/count controls and weak-topic personalization; gamified formats (SQL Murder Mystery style); aptitude bank refresh.",Pending
ISS-044,Aurora,Aurora University,Aurora,Learning Design Layer,Content&Curriculum,Practice Item Bank Overhaul & Adaptive Engine,Computer Programming: Repetitive practice questions; need adaptivity,Item banks have many near-duplicate items at one difficulty band and the platform serves them sequentially. No adaptive sequencing exists and bank authoring didn't enforce difficulty spread.,"One bank-and-engine program: shared difficulty/application taxonomy across practice banks and GRIT; author scenario/story items (SQL, Python); strip in-prompt hints and timer-gate hint access; adaptive practice engine with difficulty/count controls and weak-topic personalization; gamified formats (SQL Murder Mystery style); aptitude bank refresh.",Pending
ISS-045,Aurora,Aurora University,Aurora,Learning Design Layer,Content&Curriculum,Practice Item Bank Overhaul & Adaptive Engine,Computer Programming: Gamify hints with timer; optional hints for difficulty control,Currently timer is not present for solutions in Python Programming Questions,"One bank-and-engine program: shared difficulty/application taxonomy across practice banks and GRIT; author scenario/story items (SQL, Python); strip in-prompt hints and timer-gate hint access; adaptive practice engine with difficulty/count controls and weak-topic personalization; gamified formats (SQL Murder Mystery style); aptitude bank refresh.",Pending
ISS-046,Aurora,Aurora University,Aurora,Learning Design Layer,Content&Curriculum,Practice Item Bank Overhaul & Adaptive Engine,Computer Programming: Hard problems difficult - computational thinking never taught; want story-format questions,"Curriculum teaches syntax and constructs but has no explicit computational-thinking/problem-decomposition strand. Story-based application items are absent from banks, so transfer to hard problems was never practiced.","One bank-and-engine program: shared difficulty/application taxonomy across practice banks and GRIT; author scenario/story items (SQL, Python); strip in-prompt hints and timer-gate hint access; adaptive practice engine with difficulty/count controls and weak-topic personalization; gamified formats (SQL Murder Mystery style); aptitude bank refresh.",Pending
ISS-047,Aurora,Aurora University,Aurora,Learning Design Layer,Content&Curriculum,Practice Item Bank Overhaul & Adaptive Engine,Computer Programming: Want adaptive practice with difficulty and count control,Practice player has no learner controls or adaptive engine; sessions are fixed sequences. Same platform gap as personalization above.,"One bank-and-engine program: shared difficulty/application taxonomy across practice banks and GRIT; author scenario/story items (SQL, Python); strip in-prompt hints and timer-gate hint access; adaptive practice engine with difficulty/count controls and weak-topic personalization; gamified formats (SQL Murder Mystery style); aptitude bank refresh.",Pending
ISS-062,Aurora,Aurora University,Aurora,Learning Design Layer,Content&Curriculum,Practice Item Bank Overhaul & Adaptive Engine,Aptitude: Boring repeated MCQs; need gamification,"The practice module contains only MCQ-based questions. Users are repeatedly exposed to the same interaction pattern: Read question Select option Submit answer Move to next question Even when question content changes, the experience might remains unchanged because the format is always MCQ.","One bank-and-engine program: shared difficulty/application taxonomy across practice banks and GRIT; author scenario/story items (SQL, Python); strip in-prompt hints and timer-gate hint access; adaptive practice engine with difficulty/count controls and weak-topic personalization; gamified formats (SQL Murder Mystery style); aptitude bank refresh.",Pending
ISS-069,Aurora,Aurora University,Aurora,Learning Design - Content Design/Development,Content&Curriculum,Practice Item Bank Overhaul & Adaptive Engine,Introduction to Databases: Create Table topic has too many simple questions; need adaptivity,"Previously, from Intensive online feedbacks - detailed hints are added in the question description to help students solve the questions with better understanding. Assessments questions, course exams doesn't have hints","One bank-and-engine program: shared difficulty/application taxonomy across practice banks and GRIT; author scenario/story items (SQL, Python); strip in-prompt hints and timer-gate hint access; adaptive practice engine with difficulty/count controls and weak-topic personalization; gamified formats (SQL Murder Mystery style); aptitude bank refresh.",Pending
ISS-071,Aurora,Aurora University,Aurora,Learning Design - Curriculum Design,Content&Curriculum,Practice Item Bank Overhaul & Adaptive Engine,Introduction to Databases: Practice SQL easy vs GRIT scenario-based; need scenario questions,We will have the SQL MCQs and Coding Questions in scenerio based type questions only,"One bank-and-engine program: shared difficulty/application taxonomy across practice banks and GRIT; author scenario/story items (SQL, Python); strip in-prompt hints and timer-gate hint access; adaptive practice engine with difficulty/count controls and weak-topic personalization; gamified formats (SQL Murder Mystery style); aptitude bank refresh.",Pending
ISS-072,Aurora,Aurora University,Aurora,Learning Design - Content Design/Development,Content&Curriculum,Practice Item Bank Overhaul & Adaptive Engine,Introduction to Databases: SQL questions have hints embedded in descriptions,"Previously, from Intensive online feedbacks - detailed hints are added in the question description to help students solve the questions with better understanding. Assessments questions, course exams doesn't have hints","One bank-and-engine program: shared difficulty/application taxonomy across practice banks and GRIT; author scenario/story items (SQL, Python); strip in-prompt hints and timer-gate hint access; adaptive practice engine with difficulty/count controls and weak-topic personalization; gamified formats (SQL Murder Mystery style); aptitude bank refresh.",Pending
ISS-073,Aurora,Aurora University,Aurora,Learning Design - Content Design/Development,Content&Curriculum,Practice Item Bank Overhaul & Adaptive Engine,Introduction to Databases: Want LeetCode-style scenario SQL questions,"In SQL course, we will have all the coding practices are in Scenior based questions only","One bank-and-engine program: shared difficulty/application taxonomy across practice banks and GRIT; author scenario/story items (SQL, Python); strip in-prompt hints and timer-gate hint access; adaptive practice engine with difficulty/count controls and weak-topic personalization; gamified formats (SQL Murder Mystery style); aptitude bank refresh.",Pending
ISS-075,Aurora,Aurora University,Aurora,Learning Design - Learning Platform (Product),Content&Curriculum,Practice Item Bank Overhaul & Adaptive Engine,Introduction to Databases: Want gamified practice (SQL Murder Mystery style),"Platform has no narrative/gamified practice format, and content team hasn't authored game-format SQL content. Feature + content gap.","One bank-and-engine program: shared difficulty/application taxonomy across practice banks and GRIT; author scenario/story items (SQL, Python); strip in-prompt hints and timer-gate hint access; adaptive practice engine with difficulty/count controls and weak-topic personalization; gamified formats (SQL Murder Mystery style); aptitude bank refresh.",Pending
ISS-025,CDU,Chaitanya Deemed-to-be University,CDU,Learning Design Layer,Content&Curriculum,Content Completeness Gate & Refresh Pipeline,All Courses: Some topics PPT-only with no videos; PPTs buffer/fail; module changed mid-topic,"Content production pipeline shipped topics before video assets were complete, with no completeness gate. Separately, PPT rendering/CDN performance is not monitored. Mid-topic module changes indicate uncontrolled content updates pushed to live cohorts.","Content definition-of-done gate (videos + practice + explanations + setup walkthroughs) before any unit goes live; Market Intelligence & Gap Analyser driving a refresh pipeline for version changes; explanation and analogy authoring standards in QA; backfill MongoDB, normalization, and reference materials; proactive version-change comms to students.",Pending
ISS-028,CDU,Chaitanya Deemed-to-be University,CDU,Learning Design Layer,Content&Curriculum,Content Completeness Gate & Refresh Pipeline,All Courses: Missing reference material / question banks,"Reference material and question banks were never specified as mandatory course deliverables in the content definition-of-done, so coverage is inconsistent across courses.","Content definition-of-done gate (videos + practice + explanations + setup walkthroughs) before any unit goes live; Market Intelligence & Gap Analyser driving a refresh pipeline for version changes; explanation and analogy authoring standards in QA; backfill MongoDB, normalization, and reference materials; proactive version-change comms to students.",Pending
ISS-031,Aurora,Aurora University,Aurora,Learning Design Layer,Content&Curriculum,Content Completeness Gate & Refresh Pipeline,JS Essentials: Import/Export suddenly uses React IDE with no walkthrough,Existing session includes walkthrough. Coding Questions walkthrough is missing,"Content definition-of-done gate (videos + practice + explanations + setup walkthroughs) before any unit goes live; Market Intelligence & Gap Analyser driving a refresh pipeline for version changes; explanation and analogy authoring standards in QA; backfill MongoDB, normalization, and reference materials; proactive version-change comms to students.",Pending
ISS-067,MRV,Malla Reddy Vishwavidyapeeth,"MRV, CDU",Learning Design Layer,Content&Curriculum,Content Completeness Gate & Refresh Pipeline,"Introduction to Databases: MongoDB/NoSQL lacks practice, recap videos, clear setup; weak delivery; portal mismatch","As the SQLlite had the same similar concepts, we have covered the NoSQL in a theoretical way In the next semester, they will have MongoDB integration with NodeJS, here they will have coding practices and application building using it","Content definition-of-done gate (videos + practice + explanations + setup walkthroughs) before any unit goes live; Market Intelligence & Gap Analyser driving a refresh pipeline for version changes; explanation and analogy authoring standards in QA; backfill MongoDB, normalization, and reference materials; proactive version-change comms to students.",Pending
ISS-067,CDU,Chaitanya Deemed-to-be University,"MRV, CDU",Learning Design Layer,Content&Curriculum,Content Completeness Gate & Refresh Pipeline,"Introduction to Databases: MongoDB/NoSQL lacks practice, recap videos, clear setup; weak delivery; portal mismatch","As the SQLlite had the same similar concepts, we have covered the NoSQL in a theoretical way In the next semester, they will have MongoDB integration with NodeJS, here they will have coding practices and application building using it","Content definition-of-done gate (videos + practice + explanations + setup walkthroughs) before any unit goes live; Market Intelligence & Gap Analyser driving a refresh pipeline for version changes; explanation and analogy authoring standards in QA; backfill MongoDB, normalization, and reference materials; proactive version-change comms to students.",Pending
ISS-068,MRV,Malla Reddy Vishwavidyapeeth,MRV,Learning Design - Content Design/Development,Content&Curriculum,Content Completeness Gate & Refresh Pipeline,Introduction to Databases: Normalisation topic not understood,Normalization taught as abstract theory without motivating examples (why anomalies hurt). Instructor engagement was low on this unit. Both content design and delivery quality contributed.,"Content definition-of-done gate (videos + practice + explanations + setup walkthroughs) before any unit goes live; Market Intelligence & Gap Analyser driving a refresh pipeline for version changes; explanation and analogy authoring standards in QA; backfill MongoDB, normalization, and reference materials; proactive version-change comms to students.",Pending
ISS-070,Aurora,Aurora University,Aurora,Learning Design - Content Design/Development,Content&Curriculum,Content Completeness Gate & Refresh Pipeline,Introduction to Databases: Want analogies and real-world examples in explanations,"Content scripts don't bake in analogies/real-world anchors, so explanation quality depends entirely on individual instructor skill. Pedagogy standard for explanations is unenforced in content QA.","Content definition-of-done gate (videos + practice + explanations + setup walkthroughs) before any unit goes live; Market Intelligence & Gap Analyser driving a refresh pipeline for version changes; explanation and analogy authoring standards in QA; backfill MongoDB, normalization, and reference materials; proactive version-change comms to students.",Pending
ISS-074,MRV,Malla Reddy Vishwavidyapeeth,MRV,Learning Design - Content Design/Development,Content&Curriculum,Content Completeness Gate & Refresh Pipeline,Introduction to Databases: Normalization taught theoretically without examples,"As the normalization is being asked theroretically in Placements, we have explained theroretically","Content definition-of-done gate (videos + practice + explanations + setup walkthroughs) before any unit goes live; Market Intelligence & Gap Analyser driving a refresh pipeline for version changes; explanation and analogy authoring standards in QA; backfill MongoDB, normalization, and reference materials; proactive version-change comms to students.",Pending
ISS-003,Aurora,Aurora University,Aurora,Program Ops Layer,Content&Curriculum,Curriculum Scope Additions & Induction Program,"Induction: Need awareness sessions on learning pathways (Fullstack, GenAI, DS&ML)",Academic Planning: * NSPI...,"Add explicit strands to the curriculum spec with outcomes and hours; redesign induction (pathways, role/library awareness, club intros); integrated FE/BE capstone projects; fast-track coding-agents course via market-watch pipeline (token access depends on RG13).",Pending
ISS-004,Aurora,Aurora University,Aurora,Program Ops Layer,Content&Curriculum,Curriculum Scope Additions & Induction Program,Induction: Role-specific awareness sessions - students can't distinguish PyTorch from stdlib packages; want library-landscape sessions,Curriculum teaches language fundamentals without an ecosystem map. No session explains the Python library landscape (stdlib vs third-party vs ML frameworks) or which libraries map to which internship roles.,"Add explicit strands to the curriculum spec with outcomes and hours; redesign induction (pathways, role/library awareness, club intros); integrated FE/BE capstone projects; fast-track coding-agents course via market-watch pipeline (token access depends on RG13).",Pending
ISS-005,CDU,Chaitanya Deemed-to-be University,CDU,Program Ops Layer,Content&Curriculum,Curriculum Scope Additions & Induction Program,Induction: Club talks/intros missing in orientation,"Orientation agenda is owned by ops with no co-curricular slot. Club onboarding was never specified as an orientation deliverable, so it depends on campus initiative.","Add explicit strands to the curriculum spec with outcomes and hours; redesign induction (pathways, role/library awareness, club intros); integrated FE/BE capstone projects; fast-track coding-agents course via market-watch pipeline (token access depends on RG13).",Pending
ISS-006,Aurora,Aurora University,Aurora,BOS Layer,Content&Curriculum,Curriculum Scope Additions & Induction Program,Induction: Comprehensive practice combining frontend and backend,"Courses are designed and assessed in silos. No integrated capstone or consolidation project exists in the curriculum spec, so students never practice connecting frontend to backend.","Add explicit strands to the curriculum spec with outcomes and hours; redesign induction (pathways, role/library awareness, club intros); integrated FE/BE capstone projects; fast-track coding-agents course via market-watch pipeline (token access depends on RG13).",Pending
ISS-007,Aurora,Aurora University,Aurora,BOS Layer,Content&Curriculum,Curriculum Scope Additions & Induction Program,Induction: Frontend/backend integrated practice missing in learning portal,Backend is not completed to students of 2025. It will be coming in the next semesters,"Add explicit strands to the curriculum spec with outcomes and hours; redesign induction (pathways, role/library awareness, club intros); integrated FE/BE capstone projects; fast-track coding-agents course via market-watch pipeline (token access depends on RG13).",Pending
ISS-009,MRV,Malla Reddy Vishwavidyapeeth,MRV,Program Ops Layer,Content&Curriculum,Curriculum Scope Additions & Induction Program,"Curriculum Design: Need GitHub, Linux in first year (Git workflows, dev environment setup)","Planned as workshop, but didn't happen due to slots issue for workshops","Add explicit strands to the curriculum spec with outcomes and hours; redesign induction (pathways, role/library awareness, club intros); integrated FE/BE capstone projects; fast-track coding-agents course via market-watch pipeline (token access depends on RG13).",Pending
ISS-011,Aurora,Aurora University,Aurora,Program Ops Layer,Content&Curriculum,Curriculum Scope Additions & Induction Program,"Curriculum Design: Need per-course awareness of real-world tools (VSCode for React, SQL editors)","Course design briefs don't include an 'industry tooling' section. Content maps concepts but not the external tool ecosystem, so students learn inside the portal without knowing the tools used outside it.","Add explicit strands to the curriculum spec with outcomes and hours; redesign induction (pathways, role/library awareness, club intros); integrated FE/BE capstone projects; fast-track coding-agents course via market-watch pipeline (token access depends on RG13).",Pending
ISS-032,Aurora,Aurora University,Aurora,Scheduling Layer,Content&Curriculum,Curriculum Scope Additions & Induction Program,"Web Development: Tailwind CSS rushed, hurting later courses; add to curriculum","Scheduling Issues: Auora Instructors could not deliver the sessions of Tailwind, students need to do self learning.","Add explicit strands to the curriculum spec with outcomes and hours; redesign induction (pathways, role/library awareness, club intros); integrated FE/BE capstone projects; fast-track coding-agents course via market-watch pipeline (token access depends on RG13).",Pending
ISS-048,CDU,Chaitanya Deemed-to-be University,CDU,Learning Design Layer,Content&Curriculum,Curriculum Scope Additions & Induction Program,Computer Programming: Computational-thinking support needed,Same curriculum gap as Aurora: no dedicated problem-solving strand.,"Add explicit strands to the curriculum spec with outcomes and hours; redesign induction (pathways, role/library awareness, club intros); integrated FE/BE capstone projects; fast-track coding-agents course via market-watch pipeline (token access depends on RG13).",Pending
ISS-051,Aurora,Aurora University,Aurora,Learning Design Layer,Content&Curriculum,Curriculum Scope Additions & Induction Program,Computer Programming: More third-party library coverage; shallow error handling; videos lack depth vs slides,"Curriculum scope stops at core Python; library ecosystem and deep error handling were descoped. Video scripts were authored shallower than instructor slide decks, so the 'official' asset is the weakest one - a content QA depth-parity gap.","Add explicit strands to the curriculum spec with outcomes and hours; redesign induction (pathways, role/library awareness, club intros); integrated FE/BE capstone projects; fast-track coding-agents course via market-watch pipeline (token access depends on RG13).",Pending
ISS-076,MRV,Malla Reddy Vishwavidyapeeth,MRV,Learning Design - Curriculum Design,Content&Curriculum,Curriculum Scope Additions & Induction Program,"HTML, CSS: Need Linux basics (commands, navigation, networking)","Planned as workshop, but didn't happen due to slots issue for workshops","Add explicit strands to the curriculum spec with outcomes and hours; redesign induction (pathways, role/library awareness, club intros); integrated FE/BE capstone projects; fast-track coding-agents course via market-watch pipeline (token access depends on RG13).",Pending
ISS-081,MRV,Malla Reddy Vishwavidyapeeth,MRV,Learning Design - Curriculum Design,Content&Curriculum,Curriculum Scope Additions & Induction Program,Induction: Need coding agents course (Claude Code); AI token optimisation workshops,Curriculum refresh cadence lags the GenAI tooling market (which moves in weeks). No market-intelligence-to-curriculum pipeline exists to fast-track high-demand emerging topics.,"Add explicit strands to the curriculum spec with outcomes and hours; redesign induction (pathways, role/library awareness, club intros); integrated FE/BE capstone projects; fast-track coding-agents course via market-watch pipeline (token access depends on RG13).",Pending
ISS-053,CDU,Chaitanya Deemed-to-be University,CDU,Instructor Delivery Layer,Content&Curriculum,English Communicative Redesign,English: Real-time sessions not implemented in class,"Real-time activities are in the design but delivery isn't tracked or assessed (see related item below), so instructors skip them with no visibility or consequence.",Redesign around scenario/debate/improv session formats with small-group speaking structures; build activity tracking and assessment for real-time sessions so delivery is enforced; fix item time budgets; adaptive practice; presentation-skills track; publish NextTalk cadence.,Pending
ISS-054,CDU,Chaitanya Deemed-to-be University,CDU,Learning Design Layer,Content&Curriculum,English Communicative Redesign,"English: 100-word quiz question - time insufficient, everyone stops attempting","Assessment item demands writing volume that exceeds quiz time budget. Item authoring has no time-per-item validation, and once students learn it's unscoreable-in-time, rational abandonment follows.",Redesign around scenario/debate/improv session formats with small-group speaking structures; build activity tracking and assessment for real-time sessions so delivery is enforced; fix item time budgets; adaptive practice; presentation-skills track; publish NextTalk cadence.,Pending
ISS-056,Aurora,Aurora University,Aurora,Learning Design - Curriculum Design,Content&Curriculum,English Communicative Redesign,English: Want debates and scenario-based sessions; 35-40% unconfident on B1; large classes limit speaking practice,"Three stacked causes: (1) English curriculum is lecture-and-MCQ shaped, not communicative-practice shaped; (2) class sizes of 40-70+ make per-student speaking time near zero; (3) students rationally deprioritise English because technical tracks carry the visible stakes. Confidence only builds with repeated speaking reps the current design can't supply.",Redesign around scenario/debate/improv session formats with small-group speaking structures; build activity tracking and assessment for real-time sessions so delivery is enforced; fix item time budgets; adaptive practice; presentation-skills track; publish NextTalk cadence.,Pending
ISS-057,Aurora,Aurora University,Aurora,Learning Design Layer,Content&Curriculum,English Communicative Redesign,English: Practices boring; can be made adaptive,Practice banks are repetitive static MCQs. Same adaptivity and item-variety gap as programming practice.,Redesign around scenario/debate/improv session formats with small-group speaking structures; build activity tracking and assessment for real-time sessions so delivery is enforced; fix item time budgets; adaptive practice; presentation-skills track; publish NextTalk cadence.,Pending
ISS-058,Aurora,Aurora University,Aurora,Learning Design - Curriculum Design,Content&Curriculum,English Communicative Redesign,English: Want presentation mentorship and practice platforms,Presentation skills aren't a defined curriculum outcome with sessions and rubrics; they're assumed to emerge. No structured practice venue exists.,Redesign around scenario/debate/improv session formats with small-group speaking structures; build activity tracking and assessment for real-time sessions so delivery is enforced; fix item time budgets; adaptive practice; presentation-skills track; publish NextTalk cadence.,Pending
ISS-060,CDU,Chaitanya Deemed-to-be University,CDU,Learning Design Layer,Content&Curriculum,English Communicative Redesign,English: Real-time sessions have no activity tracking or assessment,Real-time activities were added to the curriculum without a corresponding tracking entity in the platform. What isn't tracked isn't delivered (see non-implementation issue above) - this is the upstream cause.,Redesign around scenario/debate/improv session formats with small-group speaking structures; build activity tracking and assessment for real-time sessions so delivery is enforced; fix item time budgets; adaptive practice; presentation-skills track; publish NextTalk cadence.,Pending
ISS-061,Aurora,Aurora University,Aurora,Academic Planning Layer,Content&Curriculum,English Communicative Redesign,English: Question on NextTalk practice frequency per week,"Session cadence isn't published to students; communication gap between academic planning and student-facing schedule, not a design defect.",Redesign around scenario/debate/improv session formats with small-group speaking structures; build activity tracking and assessment for real-time sessions so delivery is enforced; fix item time budgets; adaptive practice; presentation-skills track; publish NextTalk cadence.,Pending
ISS-016,CDU,Chaitanya Deemed-to-be University,CDU,Program Ops Layer,Content&Curriculum,Masterclass Alignment Framework,Curriculum Design: Curriculum not aligned to event tech stacks; master classes out of sync,Master class calendar and core curriculum calendar are owned by different teams with no sync checkpoint. Events assume prerequisites the curriculum hasn't delivered yet at that point in time.,"Lead-authored framework: curriculum-to-masterclass mapping; semester-wise roadmap with foundational/intermediate/advanced mix; readiness package per class (prerequisites, glossary, outcomes, instructor discussion guides); delivered-topics registry; upfront objective/difficulty comms; feedback-and-engagement-driven optimization.",Pending
ISS-043,MRV,Malla Reddy Vishwavidyapeeth,MRV,Learning Design Layer,Content&Curriculum,Masterclass Alignment Framework,"GenAI Master Classes: Same intro sessions repeated, wasting slots",No central registry tracks which master class topics each cohort has already received. Speakers/topics are booked per event without checking delivery history.,"Lead-authored framework: curriculum-to-masterclass mapping; semester-wise roadmap with foundational/intermediate/advanced mix; readiness package per class (prerequisites, glossary, outcomes, instructor discussion guides); delivered-topics registry; upfront objective/difficulty comms; feedback-and-engagement-driven optimization.",Pending
ISS-079,CDU,Chaitanya Deemed-to-be University,CDU,Learning Design,Content&Curriculum,Masterclass Alignment Framework,Master Classes: Too low-level vs subject content,"The masterclasses were intentionally designed to provide industry exposure, awareness of emerging technologies, and beginner-friendly introductions to industry-grade skills through sessions delivered by practitioners from leading technology companies. However, the selected topics and depth of coverage were not sufficiently aligned with the students' ongoing curriculum, creating a mismatch between learner expectations and the intended objective of the masterclass.","Lead-authored framework: curriculum-to-masterclass mapping; semester-wise roadmap with foundational/intermediate/advanced mix; readiness package per class (prerequisites, glossary, outcomes, instructor discussion guides); delivered-topics registry; upfront objective/difficulty comms; feedback-and-engagement-driven optimization.",Pending
ISS-080,MRV,Malla Reddy Vishwavidyapeeth,"MRV, Aurora",Learning Design,Content&Curriculum,Masterclass Alignment Framework,"Master Classes: New terminology, fast high-standard delivery unlike regular sessions",Masterclasses are designed as industry exposure sessions delivered by external practitioners working on cutting-edge technologies. Students reported difficulty understanding unfamiliar terminology and concepts due to the advanced nature of the topics and the pace of industry-oriented discussions.,"Lead-authored framework: curriculum-to-masterclass mapping; semester-wise roadmap with foundational/intermediate/advanced mix; readiness package per class (prerequisites, glossary, outcomes, instructor discussion guides); delivered-topics registry; upfront objective/difficulty comms; feedback-and-engagement-driven optimization.",Pending
ISS-080,Aurora,Aurora University,"MRV, Aurora",Learning Design,Content&Curriculum,Masterclass Alignment Framework,"Master Classes: New terminology, fast high-standard delivery unlike regular sessions",Masterclasses are designed as industry exposure sessions delivered by external practitioners working on cutting-edge technologies. Students reported difficulty understanding unfamiliar terminology and concepts due to the advanced nature of the topics and the pace of industry-oriented discussions.,"Lead-authored framework: curriculum-to-masterclass mapping; semester-wise roadmap with foundational/intermediate/advanced mix; readiness package per class (prerequisites, glossary, outcomes, instructor discussion guides); delivered-topics registry; upfront objective/difficulty comms; feedback-and-engagement-driven optimization.",Pending
ISS-078,CDU,Chaitanya Deemed-to-be University,CDU,Learning Design,Content&Curriculum,Automated Assessment Ecosystem & Profile Building,Master Classes: Kaggle assignment takes ~1 week to evaluate,"The assessment workflow for the initial masterclasses relied on manual evaluation of approximately 2,000 notebook submissions by the content team. The evaluation process was not designed to scale with the number of submissions, resulting in review backlogs and turnaround times of up to one week.","Lead-authored direction: migrate manual assignments to competition-based automated scoring; standardize masterclass assessment on automated platforms; long-term, build a Kaggle-like ecosystem (automated evaluation, leaderboards, feedback generation, observability) scoped together with Launchpad integration and GitHub profile push.",Pending
ISS-088,CDU,Chaitanya Deemed-to-be University,CDU,Learning Design - Learning Platform (Product),Learning Platform,Automated Assessment Ecosystem & Profile Building,New Feature: LeetCode-style competitive platform with points and leaderboard,"Feature gap. Launchpad already has leaderboard/DSA-sheet/CP-ladder primitives, but they were never integrated into the NIAT learning portal - product roadmaps for the two platforms are siloed.","Lead-authored direction: migrate manual assignments to competition-based automated scoring; standardize masterclass assessment on automated platforms; long-term, build a Kaggle-like ecosystem (automated evaluation, leaderboards, feedback generation, observability) scoped together with Launchpad integration and GitHub profile push.",Pending
